scientific_name,park_name,observations
Salix humilis,Yosemite,118
Cicuta maculata var. angustifolia,Yellowstone,260
Catalpa bignonioides,Yellowstone,249
Ivesia gordonii,Yosemite,135
Ivesia muirii,Yellowstone,259
Bidens frondosa,Yellowstone,229
Sparganium emersum,Yosemite,164
Juncus mertensianus,Redwood,119
Eschscholzia caespitosa,Redwood,94
Arabis hirsuta var. pycnocarpa,Redwood,71
Salix prolixa,Redwood,133
Trichostema oblongum,Yellowstone,251
Leptodontium flexifolium,Redwood,71
Cryptantha humilis,Yosemite,101
Gypsophila paniculata,Redwood,71
Pleurozium schreberi,Yosemite,132
Philonotis longiseta,Yellowstone,278
Cyperus lancastriensis,Great Smoky Mountains,90
Cornus sericea ssp. sericea,Redwood,81
Crataegus mollis,Great Smoky Mountains,76
Troglodytes pacificus,Yosemite,122
Achnatherum occidentale ssp. pubescens,Great Smoky Mountains,57
Salix discolor,Yosemite,154
Bidens cernua,Yosemite,175
Nemophila breviflora,Redwood,45
Prunus pensylvanica,Yosemite,140
Callitriche marginata,Yosemite,165
Psilocarphus brevissimus var. brevissimus,Yellowstone,238
Koeleria macrantha,Redwood,83
Spinus pinus,Yellowstone,236
Erigeron annuus,Yosemite,150
Ardea alba,Yellowstone,255
Cervus elaphus,Redwood,87
Urocitellus beldingi,Great Smoky Mountains,112
Anastrophyllum helleranum,Great Smoky Mountains,69
Liquidambar styraciflua,Yosemite,131
Regina septemvittata,Great Smoky Mountains,53
Juncus tiehmii,Yellowstone,239
Podostemum ceratophyllum,Yosemite,120
Collinsia childii,Redwood,74
Cuscuta suksdorfii,Yosemite,135
Cicuta maculata,Yosemite,166
Clemmys muhlenbergii,Yosemite,137
Lepidium densiflorum var. macrocarpum,Yellowstone,258
Soliva sessilis,Yellowstone,255
Claytonia parviflora ssp. parviflora,Redwood,124
Eupatorium rotundifolium var. rotundifolium,Redwood,86
Sibara virginica,Redwood,76
Lotus crassifolius var. crassifolius,Yosemite,171
Typha latifolia,Great Smoky Mountains,69
Ludwigia palustris,Yellowstone,260
Menyanthes trifoliata,Yosemite,143
Chasmistes liorus,Yosemite,35
Ranunculus eschscholtzii var. eschscholtzii,Yellowstone,268
Isoetes valida,Great Smoky Mountains,55
Hackelia nervosa,Great Smoky Mountains,89
Huperzia selago var. densa,Great Smoky Mountains,82
Circaea alpina,Yellowstone,237
Cheilanthes tomentosa,Yosemite,154
Passerina cyanea,Yosemite,173
Alliaria petiolata,Yosemite,150
Carex albolutescens,Great Smoky Mountains,42
Cyprinus carpio,Yosemite,138
Lasiurus borealis,Redwood,121
Clinostomus funduloides,Great Smoky Mountains,96
Populus fremontii ssp. fremontii,Yellowstone,182
Caltha leptosepala,Great Smoky Mountains,50
Apocynum cannabinum,Yosemite,174
Eriogonum nudum,Great Smoky Mountains,86
Rubus baileyanus,Yosemite,145
Cordylanthus tenuis ssp. tenuis,Yellowstone,267
Ruellia humilis,Redwood,91
Symphyotrichum divaricatum,Yellowstone,280
Lupinus argenteus var. meionanthus,Redwood,73
Nicandra physalodes,Yellowstone,271
Sternotherus odoratus,Yosemite,160
Monarda punctata,Yosemite,178
Wolffia brasiliensis,Yosemite,165
Ivesia pygmaea,Great Smoky Mountains,58
Polygala alba,Yellowstone,242
Erigeron peregrinus var. hirsutus,Great Smoky Mountains,83
Eriogonum spergulinum var. spergulinum,Redwood,111
Gayophytum diffusum ssp. diffusum,Redwood,94
Rubus allegheniensis,Great Smoky Mountains,47
Cercis canadensis,Great Smoky Mountains,72
Ondatra zibethicus,Yellowstone,233
Krigia montana,Yosemite,132
Galium parisiense,Great Smoky Mountains,95
Hybanthus concolor,Yellowstone,257
Eleocharis microcarpa,Redwood,103
Callospermophilus lateralis,Yellowstone,250
Bombycilla garrulus,Yellowstone,281
Opuntia fragilis,Redwood,66
Lomatium congdonii,Great Smoky Mountains,70
Meleagris gallopavo,Yellowstone,246
Carex tahoensis,Yosemite,149
Osmunda claytoniana,Great Smoky Mountains,73
Cirsium arvense,Yosemite,166
Malva parviflora,Yellowstone,270
Plantago virginica,Great Smoky Mountains,56
Marmota monax,Yosemite,164
Bufo fowleri,Great Smoky Mountains,76
Tantilla coronata,Great Smoky Mountains,65
Prunus emarginata,Yellowstone,285
Mimulus nanus,Yosemite,169
Lonicera interrupta,Yellowstone,283
Stachys albens,Great Smoky Mountains,71
Falco columbarius,Yellowstone,258
Arabis canadensis,Redwood,126
Calocedrus decurrens,Yosemite,190
Lysimachia thyrsiflora,Redwood,88
Spiraea vanhouttei,Yellowstone,239
Carex amplifolia,Redwood,123
Senna marilandica,Redwood,84
Adenostoma fasciculatum,Yosemite,148
Cornus nuttallii,Yellowstone,281
Polygonum viviparum,Redwood,88
Osmorhiza brachypoda,Yosemite,125
Tipularia discolor,Great Smoky Mountains,79
Dodecatheon pulchellum var. pulchellum,Yosemite,160
Dendroica dominica,Great Smoky Mountains,48
Onobrychis viciifolia,Yellowstone,261
Phlox caespitosa,Redwood,90
Pylaisiadelpha tenuirostris,Yosemite,128
Semotilus atromaculatus,Yosemite,153
Sceloporus graciosus graciosus,Great Smoky Mountains,80
Calidris pusilla,Yosemite,132
Catharus fuscescens,Great Smoky Mountains,47
Cornus amomum,Great Smoky Mountains,67
Heterodon platirhinos,Redwood,101
Lewisia disepala,Redwood,66
Gaylussacia baccata,Yellowstone,265
Photinia pyrifolia,Great Smoky Mountains,68
Isothecium myosuroides,Redwood,107
Packera anonyma,Redwood,103
Eupatorium rugosum,Yosemite,136
Chlorogalum pomeridianum var. pomeridianum,Yosemite,142
Asparagus officinalis,Great Smoky Mountains,95
Glaucomys sabrinus coloratus,Yellowstone,67
Festuca rubra,Redwood,97
Asclepias variegata,Yosemite,142
Sporobolus cryptandrus,Yosemite,136
Botrychium ascendens,Great Smoky Mountains,30
Eupatorium altissimum,Yellowstone,238
Cinna latifolia,Great Smoky Mountains,73
Parnassia parviflora,Yellowstone,227
Rattus norvegicus,Great Smoky Mountains,77
Poa saltuensis,Redwood,73
Lilium grayi,Yosemite,130
Salix bebbiana,Yellowstone,274
Lemmiscus curtatus,Great Smoky Mountains,52
Boechera lemmonii,Great Smoky Mountains,51
Euonymus atropurpurea,Yosemite,154
Asplenium rhizophyllum,Great Smoky Mountains,69
Dichanthelium scoparium,Great Smoky Mountains,69
Senna marilandica,Yellowstone,248
Agrostis rossiae,Yosemite,192
Geum macrophyllum var. perincisum,Yellowstone,236
Gayophytum ramosissimum,Great Smoky Mountains,41
Juncus effusus var. pacificus,Yosemite,142
Asplenium montanum,Great Smoky Mountains,49
Potentilla flabellifolia,Redwood,124
Penstemon azureus var. angustissimus,Yellowstone,224
Helianthus decapetalus,Yosemite,141
Eriogonum flavum var. piperi,Yosemite,135
Botrychium lanceolatum,Yellowstone,266
Triodanis biflora,Yellowstone,234
Rudbeckia fulgida,Yellowstone,264
Erigeron tweedyi,Great Smoky Mountains,100
Achnatherum richardsonii,Great Smoky Mountains,96
Juniperus virginiana,Great Smoky Mountains,57
Tringa semipalmata,Yosemite,168
Chamaecrista nictitans ssp. nictitans var. nictitans,Great Smoky Mountains,91
Sparganium natans,Yosemite,111
Selasphorus platycercus,Yellowstone,261
Platanthera leucostachys,Yellowstone,259
Sium suave,Yellowstone,211
Scutellaria elliptica,Redwood,52
Chelone obliqua,Yellowstone,257
Minuartia stricta,Great Smoky Mountains,106
Anemone patens var. multifida,Yosemite,155
Sambucus racemosa var. pubens,Great Smoky Mountains,91
Anas rubripes,Yosemite,153
Silene dichotoma,Yosemite,126
Cottus carolinae,Yellowstone,258
Cardamine rotundifolia,Yosemite,131
Najas minor,Yellowstone,254
Rhodobryum ontariense,Yosemite,125
Achnatherum latiglume,Great Smoky Mountains,76
Lampropeltis calligaster rhombomaculata,Yosemite,151
Carex haydeniana,Yellowstone,262
Viola porterana,Yellowstone,228
Viburnum dentatum,Yellowstone,273
Stellaria media,Redwood,88
Amsinckia lycopsoides,Yellowstone,208
Thaspium trifoliatum,Yosemite,137
Quercus phellos,Great Smoky Mountains,66
Fleischmannia incarnata,Yosemite,156
Pseudognaphalium stramineum,Yellowstone,274
Rubus canadensis,Great Smoky Mountains,87
Trifolium gracilentum var. gracilentum,Yosemite,188
Melilotus officinalis,Yosemite,173
Geranium carolinianum,Redwood,73
Pinus flexilis,Redwood,74
Polygonum erectum,Redwood,100
Solidago patula,Great Smoky Mountains,94
Thalictrum coriaceum,Yellowstone,243
Lemna gibba,Yellowstone,220
Holcus lanatus,Yellowstone,287
Oryzopsis asperifolia,Yosemite,157
Duchesnea indica,Redwood,116
Mustela,Redwood,94
Cynodon dactylon,Great Smoky Mountains,51
Scutellaria galericulata,Great Smoky Mountains,67
Astragalus crassicarpus var. paysonii,Redwood,85
Plethodon aureolus,Yosemite,125
Perideridia howellii,Yellowstone,259
Panicum rigidulum,Yellowstone,272
Trillium simile,Redwood,162
Dumetella carolinensis,Yellowstone,222
Geothlypis trichas,Redwood,103
Muhlenbergia asperifolia,Yellowstone,247
Entodon seductrix,Great Smoky Mountains,74
Juncus confusus,Yellowstone,280
Castilleja foliolosa,Great Smoky Mountains,45
Moehringia lateriflora,Yellowstone,262
Polypodium californicum,Yosemite,145
Ceanothus diversifolius,Yosemite,160
Lactuca biennis,Great Smoky Mountains,75
Juncus dichotomus,Great Smoky Mountains,96
Schwetschkeopsis fabronia,Great Smoky Mountains,91
Platanthera obtusata,Yosemite,142
Delphinium hansenii ssp. hansenii,Great Smoky Mountains,56
Desmognathus imitator,Yellowstone,245
Chrysolepis sempervirens,Redwood,115
Castilleja cusickii,Great Smoky Mountains,135
Allium brandegeei,Yosemite,170
Myosotis laxa,Yosemite,134
Platanthera obtusata,Redwood,133
Hordeum vulgare,Great Smoky Mountains,71
Platanthera hyperborea,Great Smoky Mountains,98
Hyophila involuta,Great Smoky Mountains,89
Tetrodontium brownianum,Yosemite,142
Cryptantha flaccida,Yellowstone,307
Carya laciniosa,Redwood,83
Perca flavescens,Great Smoky Mountains,66
Epilobium foliosum,Yosemite,130
Ligusticum canadense,Redwood,93
Carex laxiculmis,Yellowstone,248
Ligustrum sinense,Great Smoky Mountains,34
Rosa palustris,Redwood,103
Lithospermum canescens,Yosemite,158
Symphyotrichum undulatum,Redwood,59
Heuchera merriamii,Yellowstone,287
Neovison vison,Yosemite,200
Picoides dorsalis,Great Smoky Mountains,62
Regulus satrapa,Yosemite,134
Cottus bairdi,Yosemite,161
Tortula fragilis,Great Smoky Mountains,103
Castilleja parviflora,Yosemite,136
Athene cunicularia,Yellowstone,229
Eriophorum gracile,Great Smoky Mountains,66
Monroa squarrosa,Yellowstone,251
Dicentra pauciflora,Yellowstone,232
Malaxis unifolia,Yosemite,146
Tamias umbrinus,Yellowstone,270
Salix ligulifolia,Yellowstone,250
Pyrola asarifolia,Great Smoky Mountains,103
Homalotheciella subcapillata,Yellowstone,240
Carex pedunculata,Yellowstone,230
Phoradendron juniperinum,Great Smoky Mountains,72
Calycanthus floridus,Yellowstone,240
Panicum rigidulum var. elongatum,Great Smoky Mountains,70
Senna obtusifolia,Redwood,128
Delphinium patens ssp. patens,Redwood,122
Oxypolis rigidior,Great Smoky Mountains,100
Clintonia umbellulata,Yellowstone,224
Wyethia amplexicaulis,Yellowstone,269
Artemisia abrotanum,Yosemite,132
Ribes rotundifolium,Great Smoky Mountains,54
Viola lobata ssp. integrifolia,Redwood,77
Brassica kaber,Redwood,92
Thalictrum thalictroides,Redwood,72
Juniperus virginiana,Yosemite,134
Lophodytes cucullatus,Redwood,126
Pohlia longicolla,Redwood,72
Geum canadense,Yellowstone,251
Polemonium viscosum,Great Smoky Mountains,107
Monardella lanceolata,Great Smoky Mountains,80
Pseudognaphalium macounii,Yellowstone,224
Coragyps atratus,Great Smoky Mountains,61
Vermivora lawrencei,Redwood,72
Carex misera,Great Smoky Mountains,75
Ursus arctos,Great Smoky Mountains,104
Anaxyrus boreas boreas,Redwood,66
Alisma triviale,Yosemite,174
Viola porterana,Redwood,95
Napaeozapus insignis,Great Smoky Mountains,74
Neotamias umbrinus,Great Smoky Mountains,89
Odocoileus hemionus,Yosemite,143
Chimaphila umbellata,Yosemite,138
Carex stenoptila,Great Smoky Mountains,53
Cryptantha fendleri,Yellowstone,316
Polygonum arenastrum,Great Smoky Mountains,62
Chondestes grammacus,Redwood,82
Tilia americana,Redwood,90
Eurycea bislineata,Yosemite,158
Carex barrattii,Yosemite,116
Cyperus lupulinus ssp. lupulinus,Redwood,83
Streptopus lanceolatus var. roseus,Yellowstone,279
Fissidens taxifolius,Great Smoky Mountains,76
Schistidium agassizii,Great Smoky Mountains,76
Avena barbata,Yellowstone,252
Eumeces fasciatus,Great Smoky Mountains,99
Tanacetum vulgare,Redwood,108
Vulpia bromoides,Yellowstone,247
Opuntia humifusa,Redwood,64
Liatris scariosa,Great Smoky Mountains,33
Eragrostis pilosa,Yosemite,169
Allium bisceptrum var. bisceptrum,Redwood,105
Ranunculus hebecarpus,Yellowstone,270
Filago gallica,Redwood,90
Stephanomeria virgata ssp. pleurocarpa,Great Smoky Mountains,60
Salix sericea,Redwood,82
Prunus,Yellowstone,247
Carex aurea,Yellowstone,245
Dendroica tigrina,Yellowstone,220
Platygyrium repens,Redwood,113
Gymnopogon ambiguus,Great Smoky Mountains,66
Rumex acetosella,Redwood,98
Peromyscus californicus,Redwood,101
Sphagnum affine,Yosemite,164
Juncus dudleyi,Yellowstone,255
Thamnophis couchii,Great Smoky Mountains,87
Spiranthes vernalis,Yellowstone,245
Lycopodium digitatum,Yosemite,129
Potentilla glandulosa ssp. reflexa,Yosemite,143
Cinna latifolia,Yosemite,149
Hepatica nobilis var. acuta,Redwood,70
Potentilla anserina,Redwood,96
Glechoma hederacea,Redwood,114
Gavia immer,Yosemite,152
Rudbeckia hirta,Great Smoky Mountains,49
Potamogeton gramineus,Yellowstone,214
Trifolium aureum,Great Smoky Mountains,98
Aphanorrhegma serratum,Yellowstone,263
Carex gracilescens,Great Smoky Mountains,107
Rhododendron maximum,Great Smoky Mountains,88
Rhytidiadelphus triquetrus,Yosemite,128
Geranium carolinianum,Great Smoky Mountains,92
Acer rubrum var. rubrum,Yosemite,147
Juncus vaseyi,Yellowstone,232
Sonchus arvensis,Great Smoky Mountains,86
Nemophila menziesii var. menziesii,Great Smoky Mountains,49
Viola septemloba,Redwood,131
Disporum hookeri,Great Smoky Mountains,47
Campanula rapunculoides,Yosemite,155
Deschampsia elongata,Great Smoky Mountains,71
Tonestus lyallii,Yosemite,172
Selasphorus rufus,Redwood,106
Stuckenia vaginata,Yellowstone,298
Corydalis sempervirens,Yosemite,188
Anomodon rugelii,Redwood,95
Berteroa incana,Yosemite,154
Cardamine clematitis,Yellowstone,193
Egretta tricolor,Yellowstone,248
Ilex collina,Great Smoky Mountains,85
Lygodium palmatum,Yosemite,169
Veronica serpyllifolia,Yosemite,97
Oxalis montana,Redwood,72
Hypsiglena torquata nuchalata,Great Smoky Mountains,116
Desmodium canescens,Great Smoky Mountains,48
Potentilla glandulosa ssp. glandulosa,Great Smoky Mountains,77
Picoides dorsalis,Redwood,83
Apios americana,Yellowstone,278
Saxifraga nidifica var. nidifica,Yellowstone,247
Penstemon smallii,Great Smoky Mountains,95
Procyon lotor,Yosemite,133
Geranium viscosissimum var. nervosum,Great Smoky Mountains,115
Carduus acanthoides,Redwood,121
Bryum argenteum,Yosemite,140
Diervilla lonicera,Redwood,104
Notropis atherinoides,Yosemite,162
Phlox paniculata,Great Smoky Mountains,90
Populus balsamifera,Great Smoky Mountains,59
Asclepias syriaca,Redwood,106
Pontederia cordata,Yellowstone,225
Salvia nemorosa,Yellowstone,245
Monotropa hypopithys,Great Smoky Mountains,73
Marsilea vestita ssp. vestita,Great Smoky Mountains,84
Erodium cicutarium,Great Smoky Mountains,68
Carex geyeri,Redwood,107
Townsendia spathulata,Great Smoky Mountains,104
Sagittaria latifolia var. pubescens,Yellowstone,267
Ursus americanus,Great Smoky Mountains,28
Centaurea nigra,Yellowstone,228
Castanea mollissima,Great Smoky Mountains,52
Saxifraga cespitosa,Redwood,107
Poa autumnalis,Redwood,59
Lupinus breweri var. breweri,Redwood,101
Penstemon rostriflorus,Yellowstone,196
Platanthera grandiflora,Redwood,87
Centaurea pratensis,Yellowstone,246
Rhinichthys obtusus,Great Smoky Mountains,73
Verbascum thapsus,Yellowstone,251
Veronica peregrina ssp. xalapensis,Yosemite,123
Allotropa virgata,Yellowstone,226
Nycticeius humeralis,Yosemite,149
Artemisiospiza nevadensis,Yellowstone,246
Ampelopsis arborea,Great Smoky Mountains,69
Fissidens bushii,Great Smoky Mountains,51
Bryum gemmiparum,Great Smoky Mountains,44
Carex aggregata,Redwood,114
Erodium botrys,Yosemite,178
Phleum alpinum,Great Smoky Mountains,89
Carex illota,Redwood,105
Strophostyles helvula,Great Smoky Mountains,78
Tephrosia virginiana,Yellowstone,274
Gentianella tenella ssp. tenella,Redwood,109
Panicum rigidulum var. rigidulum,Yosemite,130
Lithophragma tenellum,Yellowstone,246
Ambystoma talpoideum,Yellowstone,254
Nerodia erythrogaster flavigaster,Yosemite,136
Cercis occidentalis,Yosemite,155
Carex rupestris,Yosemite,128
Poa annua,Redwood,61
Hygrohypnum subeugyrium,Great Smoky Mountains,70
Ardea alba,Redwood,67
Carex grayi,Great Smoky Mountains,91
Urtica urens,Redwood,73
Arabis laevigata var. laevigata,Yellowstone,237
Mimosa microphylla,Yellowstone,245
Veronica scutellata,Yosemite,159
Impatiens capensis,Great Smoky Mountains,95
Puccinellia nuttalliana,Redwood,86
Eurycea junaluska,Yellowstone,262
Bromus tectorum,Yosemite,160
Lynx rufus,Yellowstone,259
Valerianella locusta,Yosemite,146
Polygonum douglasii var. douglasii,Yellowstone,237
Stephanomeria virgata ssp. pleurocarpa,Redwood,123
Piranga rubra,Great Smoky Mountains,58
Grindelia camporum var. camporum,Great Smoky Mountains,81
Phacelia heterophylla ssp. virgata,Yosemite,134
Kyllinga brevifolioides,Great Smoky Mountains,74
Phainopepla nitens,Redwood,100
Rumex patientia,Great Smoky Mountains,77
Leucobryum albidum,Great Smoky Mountains,65
Solidago altissima,Redwood,51
Coreopsis tinctoria,Yosemite,161
Seiurus motacilla,Yosemite,142
Nerodia erythrogaster,Redwood,88
Tanacetum vulgare,Great Smoky Mountains,102
Vitis cinerea var. baileyana,Great Smoky Mountains,59
Androsace filiformis,Redwood,116
Celastrus scandens,Redwood,121
Cleome serrulata,Yellowstone,229
Eurycea lucifuga,Yellowstone,236
Clematis viorna,Yosemite,164
Arnica longifolia,Yellowstone,262
Erigeron pygmaeus,Yosemite,133
Eleocharis obtusa,Great Smoky Mountains,45
Eragrostis capillaris,Redwood,113
Etheostoma simoterum,Yosemite,181
Sitta pygmaea,Redwood,105
Anaxyrus canorus,Yellowstone,114
Geranium bicknellii,Yellowstone,259
Geum virginianum,Great Smoky Mountains,74
Carex vallicola,Great Smoky Mountains,61
Pelecanus occidentalis,Yellowstone,196
Passerina caerulea,Great Smoky Mountains,93
Epilobium howellii,Yellowstone,228
Galium aparine,Redwood,93
Scirpus cyperinus,Yosemite,171
Mimulus bicolor,Redwood,78
Mustela nivalis,Yellowstone,209
Epilobium ciliatum ssp. ciliatum,Yosemite,111
Leiophyllum buxifolium,Yellowstone,265
Botrychium simplex,Redwood,136
Uniola laxa,Yosemite,157
Delphinium depauperatum,Redwood,90
Plectrophenax nivalis,Great Smoky Mountains,89
Draba verna,Redwood,119
Desmodium pauciflorum,Yosemite,152
Eleocharis macrostachya,Redwood,70
Carex sparganioides,Redwood,68
Pohlia lescuriana,Redwood,104
Helianthus divaricatus,Yellowstone,273
Draba globosa,Yellowstone,269
Oxalis violacea,Redwood,94
Chaenomeles speciosa,Great Smoky Mountains,55
Sparganium,Yellowstone,237
Ranunculus uncinatus,Great Smoky Mountains,74
Calidris alpina,Yosemite,136
Juncus hemiendytus var. hemiendytus,Redwood,93
Stachys tenuifolia var. latidens,Redwood,143
Cirsium foliosum,Great Smoky Mountains,84
Bombycilla cedrorum,Yellowstone,235
Abies bifolia,Yosemite,136
Euphagus cyanocephalus,Great Smoky Mountains,99
Muscari botryoides,Yellowstone,245
Muhlenbergia rigens,Yellowstone,239
Erigeron rydbergii,Yellowstone,225
Iris missouriensis,Redwood,100
Galium lanceolatum,Redwood,76
